Product_SKU,Product_Name_Lao,Product_Name_Thai,Product_Name_PAC,Brand_Group,Is_Strategic,Is_Incentive,Classification,Unit
12168,ເຊຟູໂຣຊິມ NIKP 500mg 10ແຜງ/ກັບ FML,เซฟูรอกซิม NIKP 500mg 10แผง/กล่อง FML,Cefuroxime NIKP 500mg 10Bl/Box FML,Cefuroxime,No,No,General,ແຜງ
01947,ເຊີຕິນ (ເຊຕີຣີຊິນ) 10mg 10ແຜງ/ກັບ FML,เซอร์ติน (เซทิริซีน) 10mg 10แผง/กล่อง FML,Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,No,No,General,ແຜງ
01946,ເຊີຕິນ ນໍ້າ 5mg 60ml FML,เซอร์ติน น้ำ 5mg 60ml FML,Zertin Syr 5mg 60ml FML,Zertine,No,No,General,ກ້ອງFl
15617,ເຊັນເຊີລ່າ ​200mg ຂ້າ​ແມ່​ທ້ອງ​ແບບ​ຊອງ 10ml/ຊອງ,เซนเซร่า ​200mg ​​​​ซอง 10ml/ซอง,Zenzera supersion 200mg 10ml/Sach,Zenzera,Yes,No,Strategic,ຊອງ
01945,ເຊັນເຊີລ່າ (ອັນເບນດາໂຊນ) 200mg 100ເມັດ/ປ໋ອງ BDC,เซนเซร่า (อัลเบนดาโซล) 200mg 100เม็ด/กระปุก BDC,Zencera () 200mg 100Tab/Bottle BDC,Zenzera,Yes,No,Strategic,ເມັດTab
01944,ເຊັນເຊີລ່າ (ອັນເບນດາໂຊນ) 200mg 2ເມັດ/ແຜງ BDC,เซนเซร่า (อัลเบนดาโซล) 200mg 2เม็ด/แผง BDC,Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,Yes,No,Strategic,ກັບນ້ອຍ
18682,ເຊັນໂຕຊາຍ (ປາຣາຊີກັງແຕນ) 600mg ແຜງ/ກັບ,เซนโตไซด์ (พราซิควอนเทล) 600mg แผง/กล่อง,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,Yes,Yes,Strategic,ກັບ
00773,ເດັກໂຕເມໂຕຟາມ 15mg 50ແຜງ/ກັບ BDC,เดกซ์โทรเมทอร์แฟน 15mg 50แผง/กล่อง BDC,Dextromethorphan 15mg 50Bl/Box BDC,Dextromethorphan,No,No,General,ແຜງ
01419,ເນັບໄທ ນີເມຊູໄລ 100mg 50ແຜງ/ກັບ BDC,เนปไท นิเมซูไลด์ 100mg 50แผง/กล่อง BDC,Nepthai 100mg 50Bl/Box BDC,Nepthai,No,No,General,ແຜງ
00409,ເບສຕາຕິນ 20mg 10ແຜງ/ກັບ FML,เบสแตติน 20mg 10แผง/กล่อง FML,Bestatin 20mg 10Bl/Box FML,Bestatin,No,No,General,ແຜງ
03884,ເບຕາຮີດ 6mg 10ແຜງ/ກັບ FML,เบตาฮิสต์ 6mg 10แผง/กล่อง FML,Betahist 6mg 10Bl/Box FML,Betahist,No,No,General,ແຜງ
01657,ເປດແຄັບ (ເປດນີໂຊໂລນ) 5mg 1000ເມັດ/ປ໋ອງ BDC,เพรดแคป (เพรดนิโซโลน) 5mg 1000เม็ด/กระปุก BDC,Predcap () 5mg 1000Tab/Bottle BDC,Predcap,No,No,General,ເມັດTab
01012,ເຟກໂຊຕິນ (ເຟກໂຊເຟນາດິນ) 60mg 10ກັບ/ແພັກ FML,เฟกโซทีน (เฟกโซเฟนาดีน) 60mg 10กล่อง/แพ็ค FML,Fexotine (Fexofenadin) 60mg 10Box/Pack FML,Fexotine,No,No,General,ກັບ
01278,ເມັດຟໍມິນ 500mg 500ເມັດ/ປ໋ອງ BDC,เมตฟอร์มิน 500mg 500เม็ด/กระปุก BDC,Metformin 500mg 500Tab/Bottle BDC,Metformin,No,No,General,ເມັດTab
01280,ເມັດຟໍມິນ 500mg 50ແຜງ/ກັບ BDC,เมตฟอร์มิน 500mg 50แผง/กล่อง BDC,Metformin 500mg 50Bl/Box BDC,Metformin,No,No,General,ແຜງ
04264,"ແຄບຊີກ້າ 0,0125% ສເປຼ ແພກ 100ml","แคปซิก้า 0,0125% สเปรย์ แพ็ค 100ml","Capsika 0,0125% Spray Pack 100ml",Capsika,Yes,Yes,Strategic,ກ້ອງFl
00580,"ແຄບຊີກ້າ 0,0125% ເຈວ 15g BDC","แคปซิก้า 0,0125% เจล 15g BDC","Capsika 0,0125% Gel 15g BDC",Capsika,Yes,Yes,Strategic,ຫຼອດTub
00581,"ແຄບຊີກ້າ 0,0125% ເຈວ 35g BDC","แคปซิก้า 0,0125% เจล 35g BDC","Capsika 0,0125% gel 35g BDC",Capsika,Yes,Yes,Strategic,ຫຼອດTub
04267,ແຄບຊີກ້າ ເຈວ 60g,แคปซิก้า เจล 60g,Capsika Gel 60g,Capsika,Yes,Yes,Strategic,ຫຼອດTub
04262,ແຄບຊີກ້າ ໂລຊັນ ສປັນ ແພກ 80ml,แคปซิก้า โลชั่น สปอนจ์แพ็ค 80ml,Capsika Lotion SpongPak 80ml,Capsika,Yes,Yes,Strategic,ກ້ອງFl
04553,"ແຄບຊີກ້າ-25 (0,025%) ເຈວ 15g BDC","แคปซิก้า-25 (0,025%) เจล 15g BDC","Capsika-25 (0,025%) Gel 15g BDC",Capsika,Yes,Yes,Strategic,ຫຼອດTub
04353,"ແຄບຊີກ້າ-25 (0,025%) ເຈວ 35g","แคปซิก้า-25 (0,025%) เจล 35g","Capsika-25 (0,025%) gel 35g",Capsika,Yes,Yes,Strategic,ຫຼອດTub
04266,"ແຄບຊີກ້າ-25 (0,025%) ເຈວ 60g","แคปซิก้า-25 (0,025%) เจล 60g","Capsika-25 (0,025%) Gel 60g",Capsika,Yes,Yes,Strategic,ຫຼອດTub
04265,ແຄບຊີກ້າ-25 ໂລຊັນ ສປັນ ແພກ 80ml,แคปซิก้า-25 โลชั่น สปอนจ์แพ็ค 80ml,Capsika-25 Lotion SpongPak 80ml,Capsika,Yes,Yes,Strategic,ກ້ອງFl
02020,ແຄບຊີກ້າ-25 ໂລຊັນ ສເປຼ 100ml BDC,แคปซิก้า-25 โลชั่น สเปรย์ 100ml BDC,Capsika-25 Lotion Spray 100ml BDC,Capsika,Yes,Yes,Strategic,ກ້ອງFl
11325,ແຄບຊີກ້າ-75 ໂລຊັນ ສປັນ ແພກ 80ml,แคปซิก้า-75 โลชั่น สปอนจ์แพ็ค 80ml,Capsika-75 Lotion SpongPak 80ml,Capsika,Yes,Yes,Strategic,ກ້ອງFl
07944,ແຄວຊາ ແຄວຊຽມ 1500mg 10ຊອງ/ກັບ BDC,แคลซ่า แคลเซียม 1500mg 10ซอง/กล่อง BDC,Calza 1500mg 10Sach/Box BDC,Calza,Yes,No,Strategic,ກັບນ້ອຍ
05252,ແຟງໂກ (ໂຄຕິມາໂຊນ) ຄຼີມ 15g BDC,แฟงโก (โคลไตรมาโซล) ครีม 15g BDC,Fango (Clotrimazole) cream 15g BDC,Fango,Yes,No,Strategic,ຫຼອດTub
00996,ແຟງໂກ (ໂຄຕິມາໂຊນ) ຄຼີມ 5g BDC,แฟงโก (โคลไตรมาโซล) ครีม 5g BDC,Fango (Clotrimazole) cream 5g BDC,Fango,Yes,No,Strategic,ຫຼອດTub
05944,ແຟງໂກ-ບີ ຄຼີມ 15g BDC,แฟงโก-บี ครีม 15g BDC,Fango-B Cream 15g BDC,Fango,Yes,No,Strategic,ຫຼອດTub
00997,ແຟງໂກ-ບີ ຄຼີມ 5g BDC,แฟงโก-บี ครีม 5g BDC,Fango-B Cream 5g BDC,Fango,Yes,No,Strategic,ຫຼອດTub
00503,ແອນແຊັກ ຟູໂລຊິຕິນ 20mg 500ເມັດ/ປ໋ອງ BDC,แอนแซก ฟลูออกซิทีน 20mg 500เม็ด/กระปุก BDC,Anxac 20mg 500Tab/Bottle BDC,Anxac,No,No,General,ເມັດTab
11647,ແອນແຊັກ ຟູໂລຊິຕິນ ບົວ 20mg 1000Tab/Bott BDC,แอนแซก ฟลูออกซิทีน ชมพู 20mg 1000Tab/Bott BDC,Anxac Pink 20mg 1000Tab/Bott BDC,Anxac,No,No,General,ເມັດTab
14106,ແອນແຊັກ ຟູໂລຊີຕິນ HCI 20mg 10ແຜງ/ກັບ,แอนแซก ฟลูออกซิทีน HCI 20mg 10แผง/กล่อง,Anzac fluoxetin HCI 20mg 10Bl/Box,Anxac,No,No,General,ແຜງ
03444,ໂຄຕຼີຊິນ (ບັກຕຼິມ) 480mg 50ແຜງ/ກັບ BDC,โคตริซิน (แบคทริม) 480mg 50แผง/กล่อง BDC,Cotricin () 480mg 50Bl/Box BDC,Cotricin,No,No,General,ແຜງ
01474,ໂນລາເຟັ້ນ 500mg 500ເມັດ/ປ໋ອງ BDC,โนลาเฟน 500mg 500เม็ด/กระปุก BDC,Noraphen 500mg 500Tab/Bottle BDC,Noraphen,No,No,General,ປ໋ອງ
01475,ໂນລາເຟັ້ນ 500mg 50ແຜງ/ກັບ BDC,โนลาเฟน 500mg 50แผง/กล่อง BDC,Noraphen 500mg 50Bl/Box BDC,Noraphen,No,No,General,ແຜງ
17100,ໂພຊີອຸດ15 10ຊອງ/ກັບ TH,โปรซีอุส 15 10ซอง/กล่อง TH,Prozeus15 10Sach/Box TH,Prozeus,Yes,Yes,Strategic,ກັບ
17101,ໂພຊີອຸດ15 30ຊອງ/ກັບ TH,โปรซีอุส 15 30ซอง/กล่อง TH,Prozeus15 30Sach/Box TH,Prozeus,Yes,Yes,Strategic,ກັບ
01242,ໂລປິວ 2mg 1000ເມັດ/ປ໋ອງ BDC,โลปิล 2mg 1000เม็ด/กระปุก BDC,Lopil 2mg 1000Tab/Bottle BDC,Lopil,No,No,General,ເມັດTab
01243,ໂລປິວ 2mg 50ແຜງ/ກັບ BDC,โลปิล 2mg 50แผง/กล่อง BDC,Lopil 2mg 50Bl/Box BDC,Lopil,No,No,General,ແຜງ
01244,ໂລລີຕ້າ (ໂລລາຕາດິນ) 10mg 10ແຜງ/ກັບ FML,โลลิต้า (ลอราทาดีน) 10mg 10แผง/กล่อง FML,Lorita (Loratadine) 10mg 10Bl/Box FML,Lolita,No,No,General,ແຜງ
01500,ໂອໂຟຼຊີ (ໂອໂຟຼຊາຊິນ) 200mg 10ແຜງ/ກັບ,โอฟลอซี (โอฟล็อกซาซิน) 200mg 10แผง/กล่อง,Oflocee (Ofloxacin) 200mg 10Bl/Box,Oflocee,No,No,General,ແຜງ
04580,ໂອໂຟຼຊີ (ໂອໂຟຼຊາຊິນ) 200mg 10ແຜງ/ກັບ BDC,โอฟลอซี (โอฟล็อกซาซิน) 200mg 10แผง/กล่อง BDC,Oflocee () 200mg 10Bl/Box BDC,Oflocee,No,No,General,ແຜງ
06471,ໄກບີນິນ 50ແຜງ/ກັບ BDC,กลัยนิน 50แผง/กล่อง BDC,Glynin 50Bl/Box BDC,Glynin,No,No,General,ແຜງ
08454,ໄດອາບີເດີມ ຄຼີມ 10% 15g (ສີຂຽວ) BDC,ไดอาเบเดิร์ม ครีม 10% 15g (สีเขียว) BDC,Diabederm Cream 10% 15g (Green) BDC,Diabederm,Yes,Yes,Strategic,ຫຼອດTub
05946,ໄດອາບີເດີມ ຄຼີມ 10% 35g (ສີຂຽວ) BDC,ไดอาเบเดิร์ม ครีม 10% 35g (สีเขียว) BDC,Diabederm cream 10% 35g (Green) BDC,Diabederm,Yes,Yes,Strategic,ຫຼອດTub
05251,ໄດອາບີເດີມ ຄຼີມ 10% 450g BCD,ไดอาเบเดิร์ม ครีม 10% 450g BCD,Diabederm Cream 10% 450g BCD,Diabederm,Yes,Yes,Strategic,ປ໋ອງ
08453,ໄດອາບີເດີມ ຄຼີມ 20% 15g (ສີຟ້າ) BDC,ไดอาเบเดิร์ม ครีม 20% 15g (สีฟ้า) BDC,Diabederm Cream 20% 15g (Blue) BDC,Diabederm,Yes,Yes,Strategic,ຫຼອດTub
06243,ໄດອາບີເດີມ ຄຼີມ 20% 35g (ສີຟ້າ) BDC,ไดอาเบเดิร์ม ครีม 20% 35g (สีฟ้า) BDC,Diabederm cream 20% 35g (Blue) BDC,Diabederm,Yes,Yes,Strategic,ຫຼອດTub
05250,ໄດອາບີເດີມ ຄຼີມ 20% 450g BCD,ไดอาเบเดิร์ม ครีม 20% 450g BCD,Diabederm Cream 20% 450g BCD,Diabederm,Yes,Yes,Strategic,ປ໋ອງ
19501,ໄດອາບີເດີມ ໂລຊັ່ນ 10% (ສີຂຽວ) 200ml BDC,ไดอาเบเดิร์ม โลชั่น 10% (สีเขียว) 200ml BDC,Diabederm lotion 10% 200ml BDC,Diabederm,Yes,Yes,Strategic,ກ້ອງFl
17616,ໄພວານາ ຄຼີມ 100g BDC,ไพลวาน่า ครีม 100g BDC,Plaivana Cream 100g BDC,Plaivana,Yes,Yes,Strategic,ຫຼອດTub
07539,ໄພວານາ ຄຼີມ 14% 15g BDC,ไพลวาน่า ครีม 14% 15g BDC,Plaivana Cream 14% 15g BDC,Plaivana,Yes,Yes,Strategic,ຫຼອດTub
07545,ໄພວານາ ຄຼີມ 14% 35g BDC,ไพลวาน่า ครีม 14% 35g BDC,Plaivana cream 14% 35g BDC,Plaivana,Yes,Yes,Strategic,ຫຼອດTub
00895,ໄອຄ໋ອບ-ຈີ 15mg 1000ເມັດ/ປ໋ອງ BDC,ไอค็อฟ-จี 15mg 1000เม็ด/กระปุก BDC,Icof-G 15mg 1000Tab/Bottle BDC,Icof,No,No,General,ປ໋ອງ
00896,ໄອຄ໋ອບ-ຈີ 15mg 50ແຜງ/ກັບ BDC,ไอค็อฟ-จี 15mg 50แผง/กล่อง BDC,Icof-G 15mg 50Bl/Box BDC,Icof,No,No,General,ແຜງ
00894,ໄອຄ໋ອບ-ບີ 15mg 1000ເມັດ/ປ໋ອງ BDC,ไอค็อฟ-บี 15mg 1000เม็ด/กระปุก BDC,Icof-B 15mg 1000Tab/Bottle BDC,Icof,No,No,General,ເມັດTab
18238,Clinovir-800mg 7Bl/Box TH,Clinovir-800mg 7Bl/Box TH,Clinovir-800mg 7Bl/Box TH,Clinovir,No,No,General,Unit
15712,Arotika rub lotion 80ml,Arotika rub lotion 80ml,Arotika rub lotion 80ml,Arotika,Yes,No,Strategic,Unit
19095,(Free) Fartussin 10Bl/Box 15mg FML,(Free) Fartussin 10Bl/Box 15mg FML,(Free) Fartussin 10Bl/Box 15mg FML,Fartussin,No,No,General,Unit
19122,(Free) Clinivate-N cream 5g BDC,(Free) Clinivate-N cream 5g BDC,(Free) Clinivate-N cream 5g BDC,Klenivet,No,No,General,Unit
18922,(Free) Tiger star ໝໍ້ແດງ SP-100,(Free) Tiger star ໝໍ້ແດງ SP-100,(Free) Tiger star ໝໍ້ແດງ SP-100,Tiger,No,No,General,Unit
18923,(Free) Safe & Save ກາຕົ້ມນໍ້າໄຟຟ້າ 1.8L TH,(Free) Safe & Save ກາຕົ້ມນໍ້າໄຟຟ້າ 1.8L TH,(Free) Safe & Save ກາຕົ້ມນໍ້າໄຟຟ້າ 1.8L TH,Safe,No,No,General,Unit
18578,(Free) Capsika-25 lotion spong pak 80ml,(Free) Capsika-25 lotion spong pak 80ml,(Free) Capsika-25 lotion spong pak 80ml,Capsika,Yes,No,Strategic,Unit
19121,(Free) Capsika-75 lotion sponge pak 80ml,(Free) Capsika-75 lotion sponge pak 80ml,(Free) Capsika-75 lotion sponge pak 80ml,Capsika,Yes,No,Strategic,Unit
19123,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,Gynogesic,No,No,General,Unit
19325,(Free) Zenzera supersion 200mg 10ml/Sach,(Free) Zenzera supersion 200mg 10ml/Sach,(Free) Zenzera supersion 200mg 10ml/Sach,Zenzera,Yes,No,Strategic,Unit
19342,(Free) Camping chair ຕັ່ງແຄມປິ້ງ,(Free) Camping chair ຕັ່ງແຄມປິ້ງ,(Free) Camping chair ຕັ່ງແຄມປິ້ງ,Camping,No,No,General,Unit
18642,(Free) Precius (Pregabalin) 75mg 6Bl/Box,(Free) Precius (Pregabalin) 75mg 6Bl/Box,(Free) Precius (Pregabalin) 75mg 6Bl/Box,Precius,Yes,No,Strategic,Unit
19326,(Free) Zertin SP 5mg 60ml FML,(Free) Zertin SP 5mg 60ml FML,(Free) Zertin SP 5mg 60ml FML,Zertine,No,No,General,Unit
19356,(Free) Sporaxyl (Ketoconasol) cream 5g BDC,(Free) Sporaxyl (Ketoconasol) cream 5g BDC,(Free) Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,No,No,General,Unit
19404,(Free) Camping table ໂຕະແຄມປິ້ງ,(Free) Camping table ໂຕະແຄມປິ້ງ,(Free) Camping table ໂຕະແຄມປິ້ງ,Camping,No,No,General,Unit
19358,(Free) Clinovir (Acidclovir) cream 5g BDC,(Free) Clinovir (Acidclovir) cream 5g BDC,(Free) Clinovir (Acidclovir) cream 5g BDC,Clinovir,No,No,General,Unit
19355,(Free) Zenzera (Albendazole) 200mg 2Tab/Bl BDC,(Free) Zenzera (Albendazole) 200mg 2Tab/Bl BDC,(Free) Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,Yes,No,Strategic,Unit
19359,(Free) Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,(Free) Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,(Free) Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,Ciprocin,No,No,General,Unit
19406,(Free) Zertine (Cetirizine) 10mg 10Bl/Box FML,(Free) Zertine (Cetirizine) 10mg 10Bl/Box FML,(Free) Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,No,No,General,Unit
19440,(Free) Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,(Free) Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,(Free) Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,Cephalexyl,No,No,General,Unit
19124,(Free) Gi-Bismol 240ml BDC,(Free) Gi-Bismol 240ml BDC,(Free) Gi-Bismol 240ml BDC,Gastro-Bismol,Yes,No,Strategic,Unit
19441,(Free) Insulated cup ຈອກເກັບຄວາມເຢັນ,(Free) Insulated cup ຈອກເກັບຄວາມເຢັນ,(Free) Insulated cup ຈອກເກັບຄວາມເຢັນ,Insulated,No,No,General,Unit
19442,(Free) Stugin (Cinnarizine) 25mg 50Bl/Box BDC,(Free) Stugin (Cinnarizine) 25mg 50Bl/Box BDC,(Free) Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,No,No,General,Unit
19357,(Free) Clinivate-N cream 5g BDC,(Free) Clinivate-N cream 5g BDC,(Free) Clinivate-N cream 5g BDC,Klenivet,No,No,General,Unit
18575,(Free) Glucosa 1500mg Red 30Sach/Box BDC,(Free) Glucosa 1500mg Red 30Sach/Box BDC,(Free) Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,Yes,No,Strategic,Unit
18579,(Free) Hepivir (Hepatitis B) entecavir 0.5mg 3Bl/Box TH,(Free) Hepivir (Hepatitis B) entecavir 0.5mg 3Bl/Box TH,(Free) Hepivir (Hepatitis B) entecavir 0.5mg 3Bl/Box TH,Hepivir,Yes,No,Strategic,Unit
18581,(Free) Finasteride 1mg 3Bl/Box,(Free) Finasteride 1mg 3Bl/Box,(Free) Finasteride 1mg 3Bl/Box,Finasteride,Yes,No,Strategic,Unit
18576,(Free) Sporaxyl (Ketoconasol) cream 15g BDC,(Free) Sporaxyl (Ketoconasol) cream 15g BDC,(Free) Sporaxyl (Ketoconasol) cream 15g BDC,Sporosil,No,No,General,Unit
18577,(Free) Gastro bismol 524,(Free) Gastro bismol 524,(Free) Gastro bismol 524,Gastro-Bismol,Yes,No,Strategic,Unit
18638,(Free) Plaivana cream 14% 35g BDC,(Free) Plaivana cream 14% 35g BDC,(Free) Plaivana cream 14% 35g BDC,Plaivana,Yes,No,Strategic,Unit
18920,(Free) Sunny ກາຕົ້ມນໍ້າໄຟຟ້າ 2L (1500W),(Free) Sunny ກາຕົ້ມນໍ້າໄຟຟ້າ 2L (1500W),(Free) Sunny ກາຕົ້ມນໍ້າໄຟຟ້າ 2L (1500W),Sunny,No,No,General,Unit
18921,(Free) Otto ໝໍ້ຊີ້ນຈຸ່ມ+ດາດ GR-175A (1900W),(Free) Otto ໝໍ້ຊີ້ນຈຸ່ມ+ດາດ GR-175A (1900W),(Free) Otto ໝໍ້ຊີ້ນຈຸ່ມ+ດາດ GR-175A (1900W),Otto,No,No,General,Unit
18919,(Free) Otto ໝໍ້ທອດໄຟຟ້າ DF-377 6L (2500W),(Free) Otto ໝໍ້ທອດໄຟຟ້າ DF-377 6L (2500W),(Free) Otto ໝໍ້ທອດໄຟຟ້າ DF-377 6L (2500W),Otto,No,No,General,Unit
18637,(Free) Clenascar gel 7g BDC,(Free) Clenascar gel 7g BDC,(Free) Clenascar gel 7g BDC,Clenascar,Yes,No,Strategic,Unit
18639,"(Free) Capsika 0,0125% gel 35g BDC","(Free) Capsika 0,0125% gel 35g BDC","(Free) Capsika 0,0125% gel 35g BDC",Capsika,Yes,No,Strategic,Unit
